Date,Site,Site_Number,Pair,Quadrat,Depth_min,Depth_max,Slope_angle,Latitude,Longitude,Elevation,Time_24hr,Treatment,Macrophyte,Length,Width,Height,Volume,Weight,Alive,pH,O2_percent,O2_mg_l,Temp,Conductivity,NH4_Water,NH4_Sediment
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,59,36.5,17,36610,20.7,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,60,37.5,17,38250,22.2,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,61,37,18,40626,25,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,61,38.5,17.5,41099,25.6,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,59.5,39.5,17.5,41129,26.3,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,62,38,17.5,41230,,Dead,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,61,36,19,41724,24.5,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,61.5,39.5,17.5,42512,25.4,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,65,39,17,43095,,Dead,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,64.5,35.5,19,43505,26.7,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,62,37,19,43586,25.9,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,65,40.5,17,44753,25.4,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,69.5,39,18.5,50144,33.5,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,64.5,39,20,50310,30.4,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,60,42,20.5,51660,33.1,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,67,41,19.5,53567,30,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,67,40.5,20,54270,31.8,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,70,41,20.5,58835,36.9,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,78,39.5,20,61620,32.7,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2B,4,1.2,1.2,0,-37.95325262,175.6304546,60.92883301,10:41:30,Macrophyte,Hornwort,77.5,40,20,62000,30.9,Alive,8.1,96.4,8.49,21.7,155.7,0.1,2.7
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,44,39,11,18876,6.8,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,54.5,35,15,28613,17.9,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,55,34.5,16,30360,18.5,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,55,34,17,31790,20.6,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,57,35.5,18,36423,,Dead,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,60.5,36.5,17.5,38644,21.8,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,60,39,17,39780,23.8,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,60,35,19,39900,22.6,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,63,38,18,43092,26.6,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,66,40,18,47520,27.3,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,62,40.5,19,47709,26.5,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,60,48,17,48960,26.5,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,67,42,20,56280,31.3,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,66.5,43,20,57190,31.8,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,67,41,21,57687,35.2,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,69,42.5,20.5,60116,36.4,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,73,42.5,20.5,63601,39.3,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,72,42.5,21,64260,39.3,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,62.5,48.5,21.5,65172,30.7,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,71.5,45,20.5,65959,41.8,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,75,40,22,66000,42.1,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,5,1.2,1.2,0,-37.95319109,175.6306143,61.16918945,11:00:50,None,None,73.5,42.5,22.5,70284,42.4,Alive,8.1,96,8.31,22.7,153.5,0.1,1.1
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,51,31,14,22134,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,56,34,13,24752,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,57,34,14,27132,18.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60,34,14,28560,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,50,30.5,19.5,29738,13.5,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,56,34,16,30464,21,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,58.5,34.5,15.1,30476,18.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,55,35,16,30800,16.1,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,63.5,24.5,20,31115,33.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62,29,17.5,31465,25.2,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,56,34.5,16.5,31878,18.3,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,29,17.5,32988,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,59,35,16,33040,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60.5,37,15,33578,20.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,59,37,15.5,33837,21.9,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,58,31,19,34162,23.2,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,59,35,17,35105,22.5,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60,40,15,36000,19.9,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,58,37,17,36482,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,59,34.5,18,36639,23.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,55,37.5,18,37125,21.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,59,35,18,37170,21.1,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60,36.5,17,37230,23,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,63,37,16,37296,26,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62,38,16,37696,22.1,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,57,35,19,37905,25.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,31,19,38285,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,61,37,17,38369,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60.1,39,17,39846,26.3,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,61.5,38.5,17,40252,,Dead,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62,39,17,41106,24.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,64,36,18,41472,25,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,36,18,42120,26.7,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,39,16.5,43115,26.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,66,41,16,43296,28.1,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60,38,19,43320,26.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,59,39,19,43719,25.9,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,68,33,19.5,43758,23.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,61,40,18,43920,35.5,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,63,40,17.5,44100,25.2,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,60,39,19,44460,21.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,64,41,17,44608,27.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,39,18,45630,30,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,37,19,45695,28.5,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,37.5,19,46313,27,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,61,40,19,46360,26,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,63,39,19,46683,28.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62,38,20,47120,25.2,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62,38,20,47120,29.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,64,41,18,47232,33,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62.5,39,19.5,47531,25.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,66,43,17,48246,27,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,66,35,21,48510,30.1,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,64,40,19,48640,27.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,61,40,20,48800,28.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,40.5,18,48843,29.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,35,21.5,48913,31.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,40,19,49400,29.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,62,40,20,49600,28.9,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,39,19,49647,29.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,69,37,19.5,49784,32.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,66,42,18,49896,33.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,39.5,19,50284,29.1,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,64.5,40,20,51600,33.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,40,20,52000,29.2,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,41,19,52193,34.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,61,44,19.5,52338,27.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,74,35,21,54390,45.5,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,70,39,20,54600,36,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,65,40,21,54600,30.2,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,39,21,54873,32.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,69,37,22,56166,36.4,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,40,21,56280,31.3,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,67,40,21,56280,32.8,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
20.03.19,Moana_Roa_Reserve,2,2C,6,1.2,1.2,0,-37.95345076,175.6295672,60.92883301,11:47:05,Macrophyte,Hornwort,71,42,19,56658,35.6,Alive,8.3,104.2,8.99,22.9,155.8,0.1,2.2
